0.016639,0.0094863
0.013716,-0.0038365
-0.0080721,-0.01851
-0.046755,-0.011592
-0.067904,0.026128
-0.044686,0.029899
0.018927,-0.022
0.046253,-0.065169
0.040955,-0.090216
0.014891,-0.036379
0.029462,0.070642
0.076425,0.10225
0.10673,0.014482
0.089042,-0.057528
0.064185,-0.03868
0.090052,0.082039
0.22499,0.21461
0.34276,0.18563
0.27143,-0.030682
0.12058,-0.21698
0.12869,-0.23335
0.43527,-0.089478
0.97708,0.012736
1.3382,2.4652e-32
0.97708,-0.012736
0.43527,0.089478
0.12869,0.23335
0.12058,0.21698
0.27143,0.030682
0.34276,-0.18563
0.22499,-0.21461
0.090052,-0.082039
0.064185,0.03868
0.089042,0.057528
0.10673,-0.014482
0.076425,-0.10225
0.029462,-0.070642
0.014891,0.036379
0.040955,0.090216
0.046253,0.065169
0.018927,0.022
-0.044686,-0.029899
-0.067904,-0.026128
-0.046755,0.011592
-0.0080721,0.01851
0.013716,0.0038365
0.016639,-0.0094863
